childid,catholic,race,race_white,race_black,race_hispanic,race_asian,p5numpla,p5hmage,p5hdage,w3daded,w3momed,w3daded_hsb,w3momed_hsb,w3momscr,w3dadscr,w3inccat,w3income,w3povrty,p5fstamp,c5r2mtsc,c5r2mtsc_std
0593022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,43,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,59,34.95,"$50,001 TO $75,000",62500.5,0,0,76.954,2.722628269
0593023C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,NA,NOT APPLICABLE,9TH - 12TH GRADE,NA,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,53.95,0.35451951
0597011C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,35,30,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,NA,39.18,"$10,001 TO $15,000",12500.5,1,NA,48.325,-0.224536817
0597023C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,30,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,35.92,"$25,001 TO $30,000",27500.5,0,0,46.039,-0.459865309
0599019C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,33,34,9TH - 12TH GRADE,8TH GRADE OR BELOW,1,1,NA,NA,"$20,001 TO $25,000",22500.5,1,1,57.863,0.757336828
0599022C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,33,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,NA,35.78,"$20,001 TO $25,000",22500.5,1,0,61.424,1.123918087
0599024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,53.5,NA,"$40,001 TO $50,000",45000.5,0,0,62.461,1.230670338
0600001C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,40,SOME COLLEGE,SOME COLLEGE,0,0,NA,33.42,"$50,001 TO $75,000",62500.5,0,0,50.62,0.011718164
0600002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.78,35.78,"$50,001 TO $75,000",62500.5,0,0,47.307,-0.329333145
0600003C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,28,NA,NOT APPLICABLE,9TH - 12TH GRADE,NA,1,NA,NA,"$5,000 TO $5,000",5000,1,0,37.926,-1.295044685
0600004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,44,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,34.95,72.1,"$25,001 TO $30,000",27500.5,0,0,57.498,0.719762506
0600005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,VOC/TECH PROGRAM,SOME COLLEGE,1,0,NA,48.69,"$40,001 TO $50,000",45000.5,0,0,56.866,0.654702311
0600009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,39,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,39.2,"$25,001 TO $30,000",27500.5,0,0,55.254,0.488757635
0600011C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,51,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,49.988,-0.053342031
0600012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,62.87,64.89,"$100,001 TO $200,000",150000.5,0,0,56.766,0.644407976
0600013C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,42,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,NA,35.92,"$30,001 TO $35,000",32500.5,0,0,47.76,-0.282699808
0600014C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,NA,NA,"$10,001 TO $15,000",12500.5,1,0,38.591,-1.226587359
0600015C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,34.95,"$40,001 TO $50,000",45000.5,0,0,48.161,-0.241419526
0600017C,0,NOT ASCERTAINED,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.156,-1.06548102
0600019C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,39,47,SOME COLLEGE,VOC/TECH PROGRAM,0,1,34.95,37.67,"$30,001 TO $35,000",32500.5,0,0,53.432,0.301194857
0600020C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,1,1,NA,35.92,"$10,001 TO $15,000",12500.5,1,0,29.604,-2.15173922
0600021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,33.42,"$50,001 TO $75,000",62500.5,0,0,55.218,0.485051675
0600022C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,64,NA,NOT APPLICABLE,VOC/TECH PROGRAM,NA,1,35.78,NA,"$10,001 TO $15,000",12500.5,1,0,54.025,0.362240262
0600023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,39.2,"$35,001 TO $40,000",37500.5,0,0,60.365,1.014901083
0600024C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.234,0.589642115
0601003C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,NA,33,SOME COLLEGE,NOT APPLICABLE,0,NA,NA,62.87,"$40,001 TO $50,000",45000.5,0,0,38.339,-1.252529082
0601007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,42,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,35.92,35.92,"$50,001 TO $75,000",62500.5,0,0,58.838,0.857706591
0601008C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,46,52,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,35.92,"$75,001 TO $100,000",87500.5,0,0,56.733,0.641010846
0601009C,0,NOT ASCERTAINED,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.329,-0.73884178
0601010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,45,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,58.838,0.857706591
0601011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,55.237,0.487007598
0601012C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,31,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,59,34.95,"$75,001 TO $100,000",87500.5,0,0,40.753,-1.004023842
0601015C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,39,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,33.42,53.5,"$35,001 TO $40,000",37500.5,0,0,48.632,-0.19293321
0601016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,40,SOME COLLEGE,BACHELOR'S DEGREE,0,0,48.69,35.78,"$75,001 TO $100,000",87500.5,0,0,59.374,0.912884226
0601017C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,36,40,SOME COLLEGE,BACHELOR'S DEGREE,0,0,34.95,38.18,"$35,001 TO $40,000",37500.5,0,0,46.346,-0.428261701
0601019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,72.1,39.2,"$35,001 TO $40,000",37500.5,0,0,65.075,1.499764248
0601020C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,34,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,53.5,"$40,001 TO $50,000",45000.5,0,0,42.488,-0.825417135
0601021C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,39,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,64.777,1.46908713
0601022C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,NA,NOT APPLICABLE,VOC/TECH PROGRAM,NA,1,48.69,NA,"$40,001 TO $50,000",45000.5,0,0,49.794,-0.07331304
0601023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,39,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,53.5,64.89,"$100,001 TO $200,000",150000.5,0,0,72.293,2.242809328
0601024C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,47,48,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,34.95,29.6,"$100,001 TO $200,000",150000.5,0,0,43.961,-0.673781584
0602001C,0,ASIAN,0,0,0,1,1,38,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,64.337,1.423792058
0602006C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,44,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,NA,53.5,"$40,001 TO $50,000",45000.5,0,0,59.977,0.974959064
0602008C,0,ASIAN,0,0,0,1,1,42,42,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,60.776,1.057210798
0602009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,NA,NA,"$5,001 TO $10,000",7500.5,1,1,62.261,1.210081669
0602010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,52,VOC/TECH PROGRAM,BACHELOR'S DEGREE,1,0,53.5,48.69,"$100,001 TO $200,000",150000.5,0,0,44.441,-0.624368778
0602012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,49,53,SOME COLLEGE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,77.5,64.89,"$50,001 TO $75,000",62500.5,0,0,62.188,1.202566804
0602013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,51,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,53.5,48.69,"$75,001 TO $100,000",87500.5,0,0,53.24,0.281429734
0602016C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,38,56,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,NA,39.2,"$10,001 TO $15,000",12500.5,1,1,52.792,0.235311114
0602018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,72.1,64.89,"$100,001 TO $200,000",150000.5,0,0,56.87,0.655114084
0602019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,48.69,"$75,001 TO $100,000",87500.5,0,0,56.785,0.6463639
0602021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,44,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,0,0,62.87,48.69,"$100,001 TO $200,000",150000.5,0,0,64.159,1.405468142
0602022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,DOCTORATE OR PROFESSIONAL DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,59,72.1,"$100,001 TO $200,000",150000.5,0,0,64.245,1.41432127
0602023C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,41,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,53.5,57.83,"$75,001 TO $100,000",87500.5,0,0,51.394,0.091396315
0602024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,36,SOME COLLEGE,SOME COLLEGE,0,0,62.87,38.18,"$75,001 TO $100,000",87500.5,0,0,70.051,2.012010343
0605001C,0,ASIAN,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.647,-1.735539267
0605006C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,37,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$50,001 TO $75,000",62500.5,0,0,47.345,-0.325421298
0605007C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,31,33,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,NA,"$40,001 TO $50,000",45000.5,0,0,49.788,-0.0739307
0605009C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,63.43,NA,"$20,001 TO $25,000",22500.5,0,0,53.055,0.262385215
0605010C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,60,62,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,34.95,35.92,"$75,001 TO $100,000",87500.5,0,0,45.202,-0.546028891
0605011C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,34,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,63.43,33.42,"$30,001 TO $35,000",32500.5,0,0,51.171,0.068439949
0605013C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,53.5,NA,"$35,001 TO $40,000",37500.5,0,0,47.416,-0.31811232
0605018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,47,SOME COLLEGE,SOME COLLEGE,0,0,38.18,37.67,"$25,001 TO $30,000",27500.5,0,0,64.437,1.434086392
0605019C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,40,44,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,35.78,39.2,"$50,001 TO $75,000",62500.5,0,0,55.792,0.544141156
0605020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,36,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,66.277,1.623502151
0605023C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.831,0.342269252
0606001C,0,ASIAN,0,0,0,1,1,44,44,BACHELOR'S DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,61.56,33.42,"$50,001 TO $75,000",62500.5,0,0,60.913,1.071314037
0606002C,0,ASIAN,0,0,0,1,1,40,40,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,63.43,48.69,"$75,001 TO $100,000",87500.5,0,0,66.521,1.648620328
0606006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,45,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,64.278,1.4177184
0606007C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,46,41,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,63.43,62.87,"$75,001 TO $100,000",87500.5,0,0,49.022,-0.152785304
0606008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,SOME COLLEGE,BACHELOR'S DEGREE,0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,52.206,0.174986313
0606009C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,41,47,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,38.18,33.42,"$200,001 TO $200,001",200001,0,0,44.839,-0.583397326
0606010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,38.18,35.78,"$40,001 TO $50,000",45000.5,0,0,63.796,1.368099707
0606011C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,45,52,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.18,"$50,001 TO $75,000",62500.5,0,0,46.523,-0.410040729
0606012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,BACHELOR'S DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,0,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,63.903,1.379114645
0606013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,77.5,77.5,"$100,001 TO $200,000",150000.5,0,0,83.861,3.433657968
0606014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,43,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,33.42,77.5,"$100,001 TO $200,000",150000.5,0,0,55.95,0.560406205
0606016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,42,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,63.43,35.78,"$100,001 TO $200,000",150000.5,0,0,68.899,1.893419607
0606020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,59,SOME COLLEGE,SOME COLLEGE,0,0,63.43,53.5,"$50,001 TO $75,000",62500.5,0,0,67.881,1.78862328
0606021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,45.795,-0.484983486
0606023C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.928,1.381688229
0606024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,46,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,NA,77.5,"$200,001 TO $200,001",200001,0,0,55.679,0.532508558
0609001C,0,ASIAN,0,0,0,1,1,46,46,SOME COLLEGE,SOME COLLEGE,0,0,NA,37.67,"$30,001 TO $35,000",32500.5,0,0,30.201,-2.090282041
0609003C,0,ASIAN,0,0,0,1,1,41,45,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,53.5,35.78,"$40,001 TO $50,000",45000.5,0,0,55.637,0.528184937
0609004C,0,ASIAN,0,0,0,1,1,43,49,BACHELOR'S DEGREE,SOME COLLEGE,0,0,59,53.5,"$50,001 TO $75,000",62500.5,0,0,67.278,1.726548442
0609006C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.844,-0.582882609
0609008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,51,SOME COLLEGE,BACHELOR'S DEGREE,0,0,52.54,35.78,"$75,001 TO $100,000",87500.5,0,0,62.977,1.283789105
0609009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,46,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,35.78,52.54,"$75,001 TO $100,000",87500.5,0,0,72.227,2.236015067
0609010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,SOME COLLEGE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,57.83,39.18,"$75,001 TO $100,000",87500.5,0,0,64.842,1.475778448
0609011C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,45,48,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,53.5,48.69,"$50,001 TO $75,000",62500.5,0,0,58.053,0.776896064
0609012C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,25,NA,NOT APPLICABLE,8TH GRADE OR BELOW,NA,1,34.95,NA,"$5,000 TO $5,000",5000,1,1,35.596,-1.534902683
0609013C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,31,NA,NOT APPLICABLE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,NA,0,53.5,NA,"$75,001 TO $100,000",87500.5,0,0,36.332,-1.45913638
0609014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,49,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,63.43,62.87,"$75,001 TO $100,000",87500.5,0,0,60.467,1.025401304
0609015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,37,"MASTER'S DEGREE (MA, MS)",HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,53.5,"$75,001 TO $100,000",87500.5,0,0,58.967,0.870986283
0609018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,35.78,39.2,"$50,001 TO $75,000",62500.5,0,0,57.991,0.770513576
0609020C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,63.43,NA,"$10,001 TO $15,000",12500.5,1,0,43.283,-0.743577174
0609023C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,33,NA,NOT APPLICABLE,9TH - 12TH GRADE,NA,1,35.78,NA,"$10,001 TO $15,000",12500.5,1,0,41.804,-0.895830384
0609024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,53.5,NA,"$10,001 TO $15,000",12500.5,1,0,63.064,1.292745177
0614001C,0,ASIAN,0,0,0,1,1,43,42,BACHELOR'S DEGREE,SOME COLLEGE,0,0,NA,48.69,"$100,001 TO $200,000",150000.5,0,0,52.36,0.190839588
0614007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,49,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,53.5,NA,"$35,001 TO $40,000",37500.5,0,0,77.131,2.740849241
0614019C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,31,42,8TH GRADE OR BELOW,8TH GRADE OR BELOW,1,1,39.2,33.42,"$15,001 TO $20,000",17500.5,1,1,28.551,-2.260138564
0618001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,48,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,35.78,"$75,001 TO $100,000",87500.5,0,0,53.762,0.335166161
0618004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,35.78,62.87,"$100,001 TO $200,000",150000.5,0,0,62.394,1.223773134
0618020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,38.18,NA,"$35,001 TO $40,000",37500.5,0,0,44.289,-0.640016166
0618023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,47,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,0,0,53.5,61.56,"$50,001 TO $75,000",62500.5,0,0,60.446,1.023239494
0619001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,26,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,53.5,38.18,"$50,001 TO $75,000",62500.5,0,0,48.841,-0.17141805
0619002C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,32,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,8TH GRADE OR BELOW,1,1,NA,39.2,"$5,000 TO $5,000",5000,1,0,55.354,0.49905197
0619004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,60,9TH - 12TH GRADE,NOT APPLICABLE,1,NA,NA,33.42,"$20,001 TO $25,000",22500.5,0,0,42.918,-0.781151495
0619005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,23,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,39.18,"$50,001 TO $75,000",62500.5,0,0,58.468,0.819617553
0619006C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.635,-0.089681033
0619009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,32,SOME COLLEGE,VOC/TECH PROGRAM,0,1,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,45.052,-0.561470393
0619010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,53.5,NA,"$25,001 TO $30,000",27500.5,0,0,47.708,-0.288052863
0619011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,26,44,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,NA,39.2,"$5,001 TO $10,000",7500.5,1,0,37.701,-1.318206938
0619012C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.568,1.138741929
0619013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,35,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,33.42,39.18,"$40,001 TO $50,000",45000.5,0,0,48.557,-0.200653961
0619017C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.685,-1.422797378
0619018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,33,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,42.801,-0.793195867
0619020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,33.42,"$50,001 TO $75,000",62500.5,0,0,50.989,0.04970426
0619021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,34,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,NA,"$15,001 TO $20,000",17500.5,1,0,43.423,-0.729165105
0619023C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,38,SOME COLLEGE,NOT APPLICABLE,0,NA,NA,NA,"$20,001 TO $25,000",22500.5,0,0,54.152,0.375314067
0619024C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,-1.483019236
